problem_id,condition,sentence_num,category,valence,which_option,token_start,token_end,n_tokens,cue_p,proj_agency,proj_anxiety,proj_confidence,proj_confusion,proj_curiosity,proj_guilt,proj_obedience,proj_rationalization,proj_deception,proj_concealment
804,B,4,recall,,,73,91,18,0.24,1.6496280166837904,6.032281928592258,12.505980968475342,-8.624473492304483,7.884883056084315,1.6108831895722284,-4.122826231850518,-4.655125127898322,10.466001013914743,-3.39495579401652
804,B,5,setup,,,91,96,5,0.48,6.45504994392395,-1.4354576349258423,-1.6973155975341796,1.3980092525482177,5.3440951108932495,5.129987716674805,5.739569664001465,-18.718541526794432,0.08981690406799317,-1.5552311658859252
804,B,6,evaluate,strong-,A,96,135,39,0.44,2.5995861360659966,5.331212126291716,10.401036922748272,-6.505986522405576,3.6769511149479794,3.700726888118646,1.032094691044245,-2.904390191420531,10.423250149457882,-0.8776989426368322
804,B,7,evaluate,strong-,A,135,163,28,0.58,-2.156577910695757,3.838404961994716,4.826283020632608,-1.3544167748519353,9.158718143190656,4.868267985326903,0.6950388891356332,-7.618075447423117,12.306596423898425,1.7797759654266494
804,B,8,evaluate,strong+,B,163,186,23,0.86,5.2330317445423296,5.505243021508922,6.498514856981195,-3.4282918235530024,12.93100529131682,6.852869410229766,-0.0038130024205083432,-6.105422429416491,10.84244562231976,-1.1934377291928167
804,B,9,evaluate,strong+,B,186,203,17,0.88,2.3170966260573445,8.588782906532288,6.804660684922162,-5.725101120331708,10.270677033592673,6.211070004631491,-3.704696024165434,0.10778344729367424,14.912487955654369,-2.6118420993580536
804,B,10,evaluate,mild-,C,203,253,50,0.98,1.2541149616241456,1.5474901831150054,8.556593670845032,-6.525844376087189,8.391579389572144,1.1248761078715324,-2.2969195926189423,-4.629821057319641,11.349894614219666,0.3473045754432678
804,B,11,evaluate,mild-,C,253,269,16,0.98,-0.20393511652946472,0.05536707956343889,0.6019765883684158,-3.2668783366680145,12.914250999689102,1.7835167367011309,-1.661935392767191,-1.706092283129692,15.676642313599586,1.0361136086285114
804,B,12,evaluate,mild+,D,269,296,27,0.98,4.468721226409629,7.939882631655093,6.217921168715866,-2.8507014513015747,8.707513464821709,10.03747597447148,-2.8715473082330494,-1.3322363341296162,13.633473705362391,0.8820973259431345
804,B,13,evaluate,mild-,D,296,317,21,0.98,1.3394621326809837,1.4656464883259364,0.35031589439937044,-2.237016873700278,9.220199267069498,2.8535163856688,1.2043810117812384,-1.6654485492479234,11.234021470660256,1.1119420329729717
